gutenberg id,title,authors
10515,Rhymes of a Roughneck,"frozenset({'Cotter, Frank J.'})"
10516,Bits About Home Matters,"frozenset({'Jackson, Helen Hunt'})"
10517,Government and Rebellion,"frozenset({'Adams, E. E. (Ezra Eastman)'})"
10518,Poems,"frozenset({'Hay, John'})"
10519,Mercy Philbrick's Choice,"frozenset({'Jackson, Helen Hunt'})"
1051,Sartor Resartus,"frozenset({'Carlyle, Thomas'})"
10520,The Compleat Cook,frozenset({'W. M.'})
10521,The Primadonna,"frozenset({'Crawford, F. Marion (Francis Marion)'})"
10522,"Beacon Lights of History, Volume IV","frozenset({'Lord, John'})"
10523,Alcestis,frozenset({'Euripides'})
10524,Audio: We Wish You a Merry Christmas,"frozenset({'McGuinn, Roger'})"
10525,Audio: Michael Row the Boat Ashore,"frozenset({'McGuinn, Roger'})"
10526,Audio: Nancy Whiskey,"frozenset({'McGuinn, Roger'})"
10527,Audio: On the Banks of the Ohio,"frozenset({'McGuinn, Roger'})"
10528,Audio: I Heard the Bells on Christmas Day,"frozenset({'McGuinn, Roger'})"
10529,Audio: I am a Pilgrim,"frozenset({'McGuinn, Roger'})"
1052,Step by Step,frozenset({'American Tract Society'})
10530,Audio: Ride Railroad Bill,"frozenset({'McGuinn, Roger'})"
10531,"Beacon Lights of History, Volume V","frozenset({'Lord, John'})"
10532,"Beacon Lights of History, Volume VI","frozenset({'Lord, John'})"
10533,"Beacon Lights of History, Volume VII","frozenset({'Lord, John'})"
10534,The Double Traitor ,"frozenset({'Oppenheim, E. Phillips (Edward Phillips)'})"
10535,Jingle Bells,"frozenset({'Pierpont, James'})"
10537,The Governors,"frozenset({'Oppenheim, E. Phillips (Edward Phillips)'})"
10539,In the Riding-School; Chats With Esmeralda,"frozenset({'Browne, Theo. Stephenson'})"
1053,Within the Tides,"frozenset({'Conrad, Joseph'})"
10540,Mother Carey's Chickens,"frozenset({'Wiggin, Kate Douglas Smith'})"
10541,Children's Classics In Dramatic Form,"frozenset({'Stevenson, Augusta'})"
10542,"The Boats of the ""Glen Carrig""","frozenset({'Hodgson, William Hope'})"
10543,Norwegian Life,frozenset()
10544,"Punchinello, Volume 2, No. 37, December 10, 1870",frozenset({'Various'})
10545,The Sea Lions,"frozenset({'Cooper, James Fenimore'})"
10546,So Runs the World,"frozenset({'Sienkiewicz, Henryk'})"
10548,The Westcotes,"frozenset({'Quiller-Couch, Arthur'})"
10549,A Romance of the Republic,"frozenset({'Child, Lydia Maria'})"
10550,"A Select Collection of Old English Plays, Vol. IX",frozenset()
10551,Affair in Araby,"frozenset({'Mundy, Talbot'})"
10554,"Right Ho, Jeeves","frozenset({'Wodehouse, P. G. (Pelham Grenville)'})"
10555,"The Life of Marie Antoinette, Queen of France","frozenset({'Yonge, Charles Duke'})"
10556,The Old Man in the Corner,"frozenset({'Orczy, Emmuska Orczy, Baroness'})"
10557,Johnny Crow's Party,"frozenset({'Brooke, L. Leslie (Leonard Leslie)'})"
10560,The Last of the Foresters,"frozenset({'Cooke, John Esten'})"
10561,Fine Feathers,"frozenset({'Jacobs, W. W. (William Wymark)'})"
10562,Friends In Need,"frozenset({'Jacobs, W. W. (William Wymark)'})"
10563,Good Intentions,"frozenset({'Jacobs, W. W. (William Wymark)'})"
10564,Fairy Gold,"frozenset({'Jacobs, W. W. (William Wymark)'})"
10565,Watch-Dogs,"frozenset({'Jacobs, W. W. (William Wymark)'})"
10566,The Bequest,"frozenset({'Jacobs, W. W. (William Wymark)'})"
10567,The Guardian Angel,"frozenset({'Jacobs, W. W. (William Wymark)'})"
10568,Dual Control,"frozenset({'Jacobs, W. W. (William Wymark)'})"
10569,Skilled Assistance,"frozenset({'Jacobs, W. W. (William Wymark)'})"
1056,Martin Eden,"frozenset({'London, Jack'})"
10570,For Better or Worse,"frozenset({'Jacobs, W. W. (William Wymark)'})"
10571,The Old Man of the Sea,"frozenset({'Jacobs, W. W. (William Wymark)'})"
10572,Manners Makyth Man,"frozenset({'Jacobs, W. W. (William Wymark)'})"
10573,"Ship's Company, The Entire Collection","frozenset({'Jacobs, W. W. (William Wymark)'})"
10574,"The History of England, Volume I","frozenset({'Hume, David'})"
10575,The Profiteers ,"frozenset({'Oppenheim, E. Phillips (Edward Phillips)'})"
10576,The Aeroplane Boys Flight,"frozenset({'Langworthy, John Luther'})"
10577,International Short Stories: French,frozenset()
10578,A Hidden Life and Other Poems,"frozenset({'MacDonald, George'})"
10579,Joe Strong The Boy Fire-Eater,"frozenset({'Barnum, Vance'})"
10580,The Positive School of Criminology,"frozenset({'Ferri, Enrico'})"
10581,Uncle Bernac,"frozenset({'Doyle, Arthur Conan'})"
10582,For Luncheon and Supper Guests,"frozenset({'Bradley, Alice'})"
10583,Holland,"frozenset({'Grattan, Thomas Colley'})"
10584,Air Service Boys Over the Atlantic ,"frozenset({'Beach, Charles Amory'})"
10585,My Strangest Case,"frozenset({'Boothby, Guy'})"
10586,Mike and Psmith,"frozenset({'Wodehouse, P. G. (Pelham Grenville)'})"
10587,The Poetical Works of Addison; Gay's Fables; and Somerville's Chase,"frozenset({'Somerville, William', 'Addison, Joseph', 'Gay, John'})"
10588,"Seeing Europe with Famous Authors, Volume I.",frozenset()
10589,Turkish Prisoners in Egypt,frozenset({'International Committee of the Red Cross'})
10590,Lady Mary Wortley Montague,"frozenset({'Montagu, Mary Wortley, Lady', 'Melville, Lewis'})"
10591,A Lie Never Justifiable,"frozenset({'Trumbull, H. Clay (Henry Clay)'})"
10592,Adventures In Friendship,"frozenset({'Grayson, David'})"
10593,Great Possessions,"frozenset({'Grayson, David'})"
10594,"Punch, or the London Charivari, Vol. 153, Sept. 12, 1917",frozenset({'Various'})
10595,"Punch, or the London Charivari, Vol. 153, Sept. 19, 1917",frozenset({'Various'})
10596,Cap and Gown,frozenset()
10597,Four Early Pamphlets,"frozenset({'Godwin, William'})"
10598,The Lives of the Poets of Great Britain and Ireland (1753),"frozenset({'Cibber, Theophilus'})"
10599,Lost In The Air,"frozenset({'Snell, Roy J. (Roy Judson)'})"
1059,The World Set Free,"frozenset({'Wells, H. G. (Herbert George)'})"
105,Persuasion,"frozenset({'Austen, Jane'})"
10600,"A General History and Collection of Voyages and Travels, Vol. 1","frozenset({'Kerr, Robert'})"
10601,The Rangeland Avenger,"frozenset({'Brand, Max'})"
10602,"The Poetical Works of Edmund Spenser, Volume 5","frozenset({'Spenser, Edmund'})"
10603,With Kelly to Chitral,"frozenset({'Beynon, William George Laurence, Sir'})"
10605,Adventures In Contentment,"frozenset({'Grayson, David'})"
10606,"The Tragedie of Hamlet, Prince of Denmark","frozenset({'Shakespeare, William'})"
10607,The Real Mother Goose,frozenset()
10608,"The Turquoise Cup, and, The Desert","frozenset({'Smith, Arthur Cosslett'})"
10609,English Literature,"frozenset({'Long, William J. (William Joseph)'})"
10610,"Letters and Journals of James, Eighth Earl of Elgin","frozenset({'Elgin, James Bruce, Earl of'})"
10611,"An Essay on the Slavery and Commerce of the Human Species, Particularly the African","frozenset({'Clarkson, Thomas'})"
10612,Supply and Demand,"frozenset({'Henderson, Hubert Douglas, Sir'})"
10613,The Theory of Social Revolutions,"frozenset({'Adams, Brooks'})"
10614,"Punch, or the London Charivari, Vol. 153, Sept. 5, 1917",frozenset({'Various'})
10616,"An Essay Concerning Humane Understanding, Volume II.","frozenset({'Locke, John'})"
10617,Within the Deep,"frozenset({'Smith, R. Cadwallader'})"
10618,Jesus Says So,frozenset({'Unknown'})
10619,An Englishman's Travels in America,"frozenset({'Benwell, John'})"
1061,Myths and Myth-Makers,"frozenset({'Fiske, John'})"
10620,The Works of Francis Beaumont and John Fletcher in Ten Volumes,"frozenset({'Beaumont, Francis', 'Fletcher, John'})"
10621,Birthright,"frozenset({'Stribling, T. S. (Thomas Sigismund)'})"
10622,The Lives of the Poets of Great Britain and Ireland (1753),"frozenset({'Cibber, Theophilus'})"
10623,Plays,"frozenset({'Glaspell, Susan'})"
10624,Three John Silence Stories,"frozenset({'Blackwood, Algernon'})"
10626,"Atlantic Monthly, Volume 2, Issue 10, August, 1858",frozenset({'Various'})
10627,"Beacon Lights of History, Volume VIII","frozenset({'Lord, John'})"
10628,Andrew Golding,"frozenset({'Keeling, Annie E.'})"
10629,Britain at Bay,"frozenset({'Wilkinson, Spenser'})"
1062,First Gutenberg Collection of Edgar Allan Poe,"frozenset({'Poe, Edgar Allan'})"
10630,Coming to the King,"frozenset({'Havergal, Frances Ridley'})"
10631,Halleck's New English Literature,"frozenset({'Halleck, Reuben Post'})"
10632,"The Healthy Life Cook Book, 2d ed.","frozenset({'Daniel, Florence'})"
10633,"The History of the Rise, Progress and Accomplishment of the","frozenset({'Clarkson, Thomas'})"
10635,"Stories from the Italian Poets: With Lives of the Writers, Vol. 2","frozenset({'Hunt, Leigh'})"
10636,The Travels of Marco Polo Volume 1,"frozenset({'Rustichello of Pisa', 'Polo, Marco'})"
10637,The Uprising of a Great People,"frozenset({'Gasparin, Agénor, comte de'})"
10638,The Youthful Wanderer,"frozenset({'Heffner, George H.'})"
10639,Phrases for Public Speakers and Paragraphs for Study,frozenset()
1063,The Cask of Amontillado,"frozenset({'Poe, Edgar Allan'})"
10640,"Beacon Lights of History, Volume IX","frozenset({'Lord, John'})"
10641,"Beacon Lights of History, Volume X","frozenset({'Lord, John'})"
10642,Towards the Great Peace,"frozenset({'Cram, Ralph Adams'})"
10643,The Worlds Greatest Books,frozenset()
10644,"Beacon Lights of History, Volume XI","frozenset({'Lord, John'})"
10645,Audio: Go Tell Aunt Rhodie,"frozenset({'McGuinn, Roger'})"
10646,Audio: Roddy McCorley,"frozenset({'McGuinn, Roger'})"
10647,"Beacon Lights of History, Volume XII","frozenset({'Lord, John'})"
10648,"Beacon Lights of History, Volume XIII","frozenset({'Lord, John'})"
10649,"Beacon Lights of History, Volume XIV","frozenset({'Lord, John'})"
1064,The Masque of the Red Death,"frozenset({'Poe, Edgar Allan'})"
10650,Audio: When the Saints Go Marching In,"frozenset({'McGuinn, Roger'})"
10651,Audio: Shenandoah,"frozenset({'McGuinn, Roger'})"
10652,Audio: Spanish is the Loving Tongue,"frozenset({'McGuinn, Roger'})"
10653,Audio: The Squid-Jigging Ground,"frozenset({'McGuinn, Roger'})"
10654,Audio: The St. James Infirmary Blues,"frozenset({'McGuinn, Roger'})"
10655,Autobiography of Sir George Biddell Airy,"frozenset({'Airy, George Biddell'})"
10656,"A Collection of Old English Plays, Vol. II",frozenset()
10657,"""De Bello Gallico"" and Other Commentaries","frozenset({'Caesar, Julius'})"
10658,Hilda Lessways,"frozenset({'Bennett, Arnold'})"
10659,Three More John Silence Stories,"frozenset({'Blackwood, Algernon'})"
1065,The Raven,"frozenset({'Poe, Edgar Allan'})"
10660,Lives of the English Poets,"frozenset({'Cary, Henry Francis'})"
10661,A Selection from the Discourses of Epictetus With the Encheiridion,frozenset({'Epictetus'})
10662,The Night Land,"frozenset({'Hodgson, William Hope'})"
10663,"Punch, or the London Charivari, Vol. 153, Sept. 26, 1917",frozenset({'Various'})
10665,"Life, Letters, and Epicurean Philosophy of Ninon de L'Enclos,","frozenset({'Lenclos, Ninon de'})"
10666,The Public vs. M. Gustave Flaubert,frozenset({'Various'})
10667,Snake and Sword,"frozenset({'Wren, Percival Christopher'})"
10668,The War and Democracy,"frozenset({'Wilson, John Dover', 'Zimmern, Alfred', 'Greenwood, Arthur', 'Seton-Watson, R. W. (Robert William)'})"
10669,At Last,"frozenset({'Kingsley, Charles'})"
10670,With Zola in England,"frozenset({'Vizetelly, Ernest Alfred'})"
10671,The Botanic Garden. Part II.,"frozenset({'Darwin, Erasmus'})"
10672,Game and Playe of the Chesse,"frozenset({'Caxton, William', 'Jacobus, de Cessolis, active 1288-1322'})"
10673,"The Principal Navigations, Voyages, Traffiques,","frozenset({'Hakluyt, Richard'})"
10674,How to Use Your Mind,"frozenset({'Kitson, Harry Dexter'})"
10675,Pebbles on the Shore,"frozenset({'Gardiner, A. G. (Alfred George)'})"
10676,The Reign of Greed,"frozenset({'Rizal, José'})"
10677,Biographical Memorials of James Oglethorpe,"frozenset({'Harris, Thaddeus Mason'})"
10679,The Story of the Other Wise Man,"frozenset({'Van Dyke, Henry'})"
1067,"Personal Memoirs of U. S. Grant, Volume One","frozenset({'Grant, Ulysses S. (Ulysses Simpson)'})"
10684,A History of Freedom of Thought,"frozenset({'Bury, J. B. (John Bagnell)'})"
10688,The Campfire Girls at Camp Keewaydin,"frozenset({'Frey, Hildegard G.'})"
1068,"Personal Memoirs of U. S. Grant, Volume Two","frozenset({'Grant, Ulysses S. (Ulysses Simpson)'})"
10690,A Desperate Chance,frozenset({'Old Sleuth'})
10691,Select Speeches of Kossuth,"frozenset({'Kossuth, Lajos'})"
10692,A Life of Gen. Robert E. Lee,"frozenset({'Cooke, John Esten'})"
10693,"A Political Diary 1828-1830, Volume II","frozenset({'Ellenborough, Edward Law, Earl of'})"
10694,Sea-Power and Other Studies,"frozenset({'Bridge, Cyprian, Sir'})"
10695,"Atlantic Monthly, Volume 3, Issue 15, January, 1859",frozenset({'Various'})
10696,The Danger Trail,"frozenset({'Curwood, James Oliver'})"
10698,The Aeroplane Boys on the Wing,"frozenset({'Langworthy, John Luther'})"
10699,Character Writings of the 17th Century,frozenset()
1069,"Nana, The Miller's Daughter, Captain Burle, Death of Olivier Becaille","frozenset({'Zola, Émile'})"
106,Jungle Tales of Tarzan,"frozenset({'Burroughs, Edgar Rice'})"
10700,The History of England from the First Invasion by the Romans,"frozenset({'Lingard, John', 'Belloc, Hilaire'})"
10701,"The History of Rome, Book I","frozenset({'Mommsen, Theodor'})"
10702,"The History of Rome, Book II","frozenset({'Mommsen, Theodor'})"
10703,"The History of Rome, Book III","frozenset({'Mommsen, Theodor'})"
10704,"The History of Rome, Book IV","frozenset({'Mommsen, Theodor'})"
10705,"The History of Rome, Book V","frozenset({'Mommsen, Theodor'})"
10706,The History of Rome (Volumes 1-5),"frozenset({'Mommsen, Theodor'})"
10707,A Christmas Mystery,"frozenset({'Locke, William John'})"
10708,Miscellaneous Essays,"frozenset({'De Quincey, Thomas'})"
10709,Prince Zaleski,"frozenset({'Shiel, M. P. (Matthew Phipps)'})"
10710,Problems of Poverty,"frozenset({'Hobson, J. A. (John Atkinson)'})"
10711,"Punch, or the London Charivari, Vol. 153, Oct. 3, 1917",frozenset({'Various'})
10712,White Jacket,"frozenset({'Melville, Herman'})"
10713,The Bullitt Mission to Russia,"frozenset({'Bullitt, William C. (William Christian)'})"
10714,The Art of Literature,"frozenset({'Schopenhauer, Arthur'})"
10715,Counsels and Maxims,"frozenset({'Schopenhauer, Arthur'})"
10716,The Epic,"frozenset({'Abercrombie, Lascelles'})"
10717,The Extant Odes of Pindar,frozenset({'Pindar'})
10718,The House of Whispers,"frozenset({'Le Queux, William'})"
10719,"The Mirror of Literature, Amusement, and Instruction, Vol. 12,",frozenset({'Various'})
10720,Doctor Pascal,"frozenset({'Zola, Émile'})"
10721,"Punch, or the London Charivari, Vol. 153, Oct. 10, 1917",frozenset({'Various'})
10722,Plays,"frozenset({'Ostrovsky, Aleksandr Nikolaevich'})"
10723,Betty's Bright Idea; Deacon Pitkin's Farm; and The First Christmas,"frozenset({'Stowe, Harriet Beecher'})"
10724,The Store Boy,"frozenset({'Alger, Horatio, Jr.'})"
10725,The Centralia Conspiracy,"frozenset({'Chaplin, Ralph'})"
10726,"Outlines of Lessons in Botany, Part I; From Seed to Leaf","frozenset({'Newell, Jane H. (Jane Hancox)'})"
10727,A Set of Rogues,"frozenset({'Barrett, Frank'})"
10728,"Christie, the King's Servant","frozenset({'Walton, O. F., Mrs.'})"
10729,Jack's Ward,"frozenset({'Alger, Horatio, Jr.'})"
10730,"The Mirror of Literature, Amusement, and Instruction, Vol. 12,",frozenset({'Various'})
10731,The Essays of Arthur Schopenhauer; The Art of Controversy,"frozenset({'Schopenhauer, Arthur'})"
10732,The Essays of Arthur Schopenhauer; Studies in Pessimism,"frozenset({'Schopenhauer, Arthur'})"
10733,Studies in Civics,"frozenset({'McCleary, J. T. (James Thompson)'})"
10734,"A Collection of Old English Plays, Vol. III",frozenset()
10735,Christmas Eve on Lonesome and Other Stories,"frozenset({'Fox, John, Jr.'})"
10736,Children of the Frost,"frozenset({'London, Jack'})"
10737,Book about Animals,"frozenset({'Merrill, Rufus'})"
10738,Mahomet,"frozenset({'Draycott, Gladys M.'})"
10739,The Essays Of Arthur Schopenhauer,"frozenset({'Schopenhauer, Arthur'})"
10740,The Way of Peace,"frozenset({'Allen, James'})"
10741,The Essays Of Arthur Schopenhauer: The Wisdom of Life,"frozenset({'Schopenhauer, Arthur'})"
10742,The Picture Alphabet,"frozenset({'Spafford, Oliver'})"
10743,Moonfleet,"frozenset({'Falkner, John Meade'})"
10744,"Men, Women, and Ghosts","frozenset({'Phelps, Elizabeth Stuart'})"
10745,The Story of the Champions of the Round Table,"frozenset({'Pyle, Howard'})"
10747,Chantecler,"frozenset({'Rostand, Edmond'})"
10748,"The World's Greatest Books, Vol III",frozenset()
10749,The Circus Procession,frozenset({'Unknown'})
10750,The Miracle and Other Poems,"frozenset({'Sheard, Virna'})"
10751,"Oregon, Washington and Alaska; Sights and Scenes for the Tourist","frozenset({'Lomax, E. L. (Edward Lloyd)'})"
10753,Open Source Democracy,"frozenset({'Rushkoff, Douglas'})"
10754,Little Sarah,frozenset({'Unknown'})
10755,The Broken Road ,"frozenset({'Mason, A. E. W. (Alfred Edward Woodley)'})"
10756,Between Whiles,"frozenset({'Jackson, Helen Hunt'})"
10757,Audio: Pretty Saro,"frozenset({'McGuinn, Roger'})"
10758,Audio: Star-Spangled Banner,"frozenset({'McGuinn, Roger'})"
10759,Audio: Tarrytown,"frozenset({'McGuinn, Roger'})"
10760,A Florida Sketch-Book,"frozenset({'Torrey, Bradford'})"
10761,Essays of Robert Louis Stevenson,"frozenset({'Stevenson, Robert Louis'})"
10762,Impressions of Theophrastus Such,"frozenset({'Eliot, George'})"
10763,It Can Be Done,frozenset()
10765,Thrilling Adventures by Land and Sea,"frozenset({'Brayman, James O.'})"
10766,Enquire Within Upon Everything,"frozenset({'Philp, Robert Kemp'})"
10767,Courage,"frozenset({'Barrie, J. M. (James Matthew)'})"
10769,A Wanderer in Florence,"frozenset({'Lucas, E. V. (Edward Verrall)'})"
1076,The Wallet of Kai Lung,"frozenset({'Bramah, Ernest'})"
10770,The Former Philippines thru Foreign Eyes,"frozenset({'Comyn, Tomás de', 'Virchow, Rudolf', 'Wilkes, Charles', 'Jagor, Fedor'})"
10771,Philippine Folklore Stories,"frozenset({'Miller, John Maurice'})"
10772,Inca Land,"frozenset({'Bingham, Hiram'})"
10773,Ancient and Modern Physics,"frozenset({'Willson, Thomas E.'})"
10776,The Moving Picture Boys at Panama,"frozenset({'Appleton, Victor'})"
10777,Probable Sons,"frozenset({'Le Feuvre, Amy'})"
10778,The Prose Marmion,"frozenset({'Scott, Walter', 'Jenkins, Sara Davis'})"
10779,Happy Little Edward,frozenset({'Unknown'})
1077,The Mirror of Kong Ho,"frozenset({'Bramah, Ernest'})"
10780,Only an Incident,"frozenset({'Litchfield, Grace Denio'})"
10781,Deserted,"frozenset({'Jacobs, W. W. (William Wymark)'})"
10782,Homeward Bound,"frozenset({'Jacobs, W. W. (William Wymark)'})"
10783,Self-Help,"frozenset({'Jacobs, W. W. (William Wymark)'})"
10784,Sentence Deferred,"frozenset({'Jacobs, W. W. (William Wymark)'})"
10785,Matrimonial Openings,"frozenset({'Jacobs, W. W. (William Wymark)'})"
10786,Odd Man Out,"frozenset({'Jacobs, W. W. (William Wymark)'})"
10787,The Toll-House,"frozenset({'Jacobs, W. W. (William Wymark)'})"
